sample_id,label,label_name
ORIC_01445,0,non_oriC_like
ORIC_01436,0,non_oriC_like
ORIC_01252,0,non_oriC_like
ORIC_00931,0,non_oriC_like
ORIC_00455,0,non_oriC_like
ORIC_00887,0,non_oriC_like
ORIC_00456,0,non_oriC_like
ORIC_00522,1,oriC_like
ORIC_00416,0,non_oriC_like
ORIC_00876,0,non_oriC_like
ORIC_00532,1,oriC_like
ORIC_00756,0,non_oriC_like
ORIC_00937,0,non_oriC_like
ORIC_01327,0,non_oriC_like
ORIC_01479,0,non_oriC_like
ORIC_00677,1,oriC_like
ORIC_01074,1,oriC_like
ORIC_00340,0,non_oriC_like
ORIC_00596,1,oriC_like
ORIC_01143,1,oriC_like
ORIC_00621,1,oriC_like
ORIC_01487,0,non_oriC_like
ORIC_00310,0,non_oriC_like
ORIC_00953,0,non_oriC_like
ORIC_01097,1,oriC_like
ORIC_00707,1,oriC_like
ORIC_00962,0,non_oriC_like
ORIC_01416,0,non_oriC_like
ORIC_01012,1,oriC_like
ORIC_01049,1,oriC_like
ORIC_00695,1,oriC_like
ORIC_01341,0,non_oriC_like
ORIC_01468,0,non_oriC_like
ORIC_01480,0,non_oriC_like
ORIC_00995,0,non_oriC_like
ORIC_00323,0,non_oriC_like
ORIC_01194,1,oriC_like
ORIC_01333,0,non_oriC_like
ORIC_00593,1,oriC_like
ORIC_00623,1,oriC_like
ORIC_00605,1,oriC_like
ORIC_01235,1,oriC_like
ORIC_00598,1,oriC_like
ORIC_01008,1,oriC_like
ORIC_00346,0,non_oriC_like
ORIC_00542,1,oriC_like
ORIC_01305,0,non_oriC_like
ORIC_00133,1,oriC_like
ORIC_00802,0,non_oriC_like
ORIC_00537,1,oriC_like
ORIC_01168,1,oriC_like
ORIC_00069,1,oriC_like
ORIC_00535,1,oriC_like
ORIC_00422,0,non_oriC_like
ORIC_00585,1,oriC_like
ORIC_01306,0,non_oriC_like
ORIC_00646,1,oriC_like
ORIC_00413,0,non_oriC_like
ORIC_00365,0,non_oriC_like
ORIC_01033,1,oriC_like
ORIC_00523,1,oriC_like
ORIC_01010,1,oriC_like
ORIC_00592,1,oriC_like
ORIC_01335,0,non_oriC_like
ORIC_00472,0,non_oriC_like
ORIC_00003,1,oriC_like
ORIC_00668,1,oriC_like
ORIC_00934,0,non_oriC_like
ORIC_01248,1,oriC_like
ORIC_00895,0,non_oriC_like
ORIC_01336,0,non_oriC_like
ORIC_00826,0,non_oriC_like
ORIC_00078,1,oriC_like
ORIC_00575,1,oriC_like
ORIC_00097,1,oriC_like
ORIC_00113,1,oriC_like
ORIC_00027,1,oriC_like
ORIC_00852,0,non_oriC_like
ORIC_01290,0,non_oriC_like
ORIC_00788,0,non_oriC_like
ORIC_00021,1,oriC_like
ORIC_00752,0,non_oriC_like
ORIC_00928,0,non_oriC_like
ORIC_00782,0,non_oriC_like
ORIC_00566,1,oriC_like
ORIC_01100,1,oriC_like
ORIC_01385,0,non_oriC_like
ORIC_00401,0,non_oriC_like
ORIC_00587,1,oriC_like
ORIC_01490,0,non_oriC_like
ORIC_00624,1,oriC_like
ORIC_00529,1,oriC_like
ORIC_00364,0,non_oriC_like
ORIC_00380,0,non_oriC_like
ORIC_00724,1,oriC_like
ORIC_01152,1,oriC_like
ORIC_01307,0,non_oriC_like
ORIC_00855,0,non_oriC_like
ORIC_01183,1,oriC_like
ORIC_00868,0,non_oriC_like
ORIC_01030,1,oriC_like
ORIC_00259,0,non_oriC_like
ORIC_00119,1,oriC_like
ORIC_00837,0,non_oriC_like
ORIC_00973,0,non_oriC_like
ORIC_00599,1,oriC_like
ORIC_01244,1,oriC_like
ORIC_00729,1,oriC_like
ORIC_00498,0,non_oriC_like
ORIC_01106,1,oriC_like
ORIC_00831,0,non_oriC_like
ORIC_00353,0,non_oriC_like
ORIC_00919,0,non_oriC_like
ORIC_01197,1,oriC_like
ORIC_01208,1,oriC_like
ORIC_00013,1,oriC_like
ORIC_00976,0,non_oriC_like
ORIC_00511,1,oriC_like
ORIC_00843,0,non_oriC_like
ORIC_00010,1,oriC_like
ORIC_00978,0,non_oriC_like
ORIC_00044,1,oriC_like
ORIC_00329,0,non_oriC_like
ORIC_01164,1,oriC_like
ORIC_00081,1,oriC_like
ORIC_00233,1,oriC_like
ORIC_00247,1,oriC_like
ORIC_01005,1,oriC_like
ORIC_00381,0,non_oriC_like
ORIC_00449,0,non_oriC_like
ORIC_00294,0,non_oriC_like
ORIC_00590,1,oriC_like
ORIC_00952,0,non_oriC_like
ORIC_00296,0,non_oriC_like
ORIC_01412,0,non_oriC_like
ORIC_00898,0,non_oriC_like
ORIC_00748,1,oriC_like
ORIC_00045,1,oriC_like
ORIC_01351,0,non_oriC_like
ORIC_00771,0,non_oriC_like
ORIC_01234,1,oriC_like
ORIC_00106,1,oriC_like
ORIC_00935,0,non_oriC_like
ORIC_01214,1,oriC_like
ORIC_01328,0,non_oriC_like
ORIC_00735,1,oriC_like
ORIC_01241,1,oriC_like
ORIC_00116,1,oriC_like
ORIC_00074,1,oriC_like
ORIC_00704,1,oriC_like
ORIC_00260,0,non_oriC_like
ORIC_00283,0,non_oriC_like
ORIC_01239,1,oriC_like
ORIC_01082,1,oriC_like
ORIC_00289,0,non_oriC_like
ORIC_01393,0,non_oriC_like
ORIC_00524,1,oriC_like
ORIC_01450,0,non_oriC_like
ORIC_00436,0,non_oriC_like
ORIC_01423,0,non_oriC_like
ORIC_00219,1,oriC_like
ORIC_00944,0,non_oriC_like
ORIC_01291,0,non_oriC_like
ORIC_00722,1,oriC_like
ORIC_00344,0,non_oriC_like
ORIC_00005,1,oriC_like
ORIC_00024,1,oriC_like
ORIC_00571,1,oriC_like
ORIC_00681,1,oriC_like
ORIC_00090,1,oriC_like
ORIC_01329,0,non_oriC_like
ORIC_00366,0,non_oriC_like
ORIC_01376,0,non_oriC_like
ORIC_00824,0,non_oriC_like
ORIC_01088,1,oriC_like
ORIC_00484,0,non_oriC_like
ORIC_00156,1,oriC_like
ORIC_00553,1,oriC_like
ORIC_00386,0,non_oriC_like
ORIC_01094,1,oriC_like
ORIC_01069,1,oriC_like
ORIC_00142,1,oriC_like
ORIC_00835,0,non_oriC_like
ORIC_00723,1,oriC_like
ORIC_01067,1,oriC_like
ORIC_00134,1,oriC_like
ORIC_00041,1,oriC_like
ORIC_00690,1,oriC_like
ORIC_00404,0,non_oriC_like
ORIC_01484,0,non_oriC_like
ORIC_00193,1,oriC_like
ORIC_01499,0,non_oriC_like
ORIC_00361,0,non_oriC_like
ORIC_01102,1,oriC_like
ORIC_01250,1,oriC_like
ORIC_00306,0,non_oriC_like
ORIC_00767,0,non_oriC_like
ORIC_01177,1,oriC_like
ORIC_00698,1,oriC_like
ORIC_00994,0,non_oriC_like
ORIC_00071,1,oriC_like
ORIC_01257,0,non_oriC_like
ORIC_00739,1,oriC_like
ORIC_01287,0,non_oriC_like
ORIC_00241,1,oriC_like
ORIC_01231,1,oriC_like
ORIC_01409,0,non_oriC_like
ORIC_01356,0,non_oriC_like
ORIC_00602,1,oriC_like
ORIC_00629,1,oriC_like
ORIC_00387,0,non_oriC_like
ORIC_00483,0,non_oriC_like
ORIC_01302,0,non_oriC_like
ORIC_01098,1,oriC_like
ORIC_00576,1,oriC_like
ORIC_00224,1,oriC_like
ORIC_00462,0,non_oriC_like
ORIC_00015,1,oriC_like
ORIC_00512,1,oriC_like
ORIC_00650,1,oriC_like
ORIC_00627,1,oriC_like
ORIC_00814,0,non_oriC_like
ORIC_00513,1,oriC_like
ORIC_00148,1,oriC_like
ORIC_00655,1,oriC_like
ORIC_01022,1,oriC_like
ORIC_01263,0,non_oriC_like
ORIC_00243,1,oriC_like
ORIC_00297,0,non_oriC_like
ORIC_00147,1,oriC_like
ORIC_01165,1,oriC_like
ORIC_00431,0,non_oriC_like
ORIC_00128,1,oriC_like
ORIC_00813,0,non_oriC_like
ORIC_00073,1,oriC_like
ORIC_00849,0,non_oriC_like
ORIC_00872,0,non_oriC_like
ORIC_01151,1,oriC_like
ORIC_00703,1,oriC_like
ORIC_00780,0,non_oriC_like
ORIC_00980,0,non_oriC_like
ORIC_01196,1,oriC_like
ORIC_00879,0,non_oriC_like
ORIC_01246,1,oriC_like
ORIC_00331,0,non_oriC_like
ORIC_00375,0,non_oriC_like
ORIC_00332,0,non_oriC_like
ORIC_00328,0,non_oriC_like
ORIC_00443,0,non_oriC_like
ORIC_01489,0,non_oriC_like
ORIC_00412,0,non_oriC_like
ORIC_01331,0,non_oriC_like
ORIC_00684,1,oriC_like
ORIC_00273,0,non_oriC_like
ORIC_01465,0,non_oriC_like
ORIC_01366,0,non_oriC_like
ORIC_01153,1,oriC_like
ORIC_00466,0,non_oriC_like
ORIC_00565,1,oriC_like
ORIC_01176,1,oriC_like
ORIC_00018,1,oriC_like
ORIC_01122,1,oriC_like
ORIC_01358,0,non_oriC_like
ORIC_00004,1,oriC_like
ORIC_00028,1,oriC_like
ORIC_01374,0,non_oriC_like
ORIC_01391,0,non_oriC_like
ORIC_00175,1,oriC_like
ORIC_00204,1,oriC_like
ORIC_00293,0,non_oriC_like
ORIC_00458,0,non_oriC_like
ORIC_01135,1,oriC_like
ORIC_00958,0,non_oriC_like
ORIC_00692,1,oriC_like
ORIC_00546,1,oriC_like
ORIC_00671,1,oriC_like
ORIC_00846,0,non_oriC_like
ORIC_00853,0,non_oriC_like
ORIC_01064,1,oriC_like
ORIC_01193,1,oriC_like
ORIC_00583,1,oriC_like
ORIC_00897,0,non_oriC_like
ORIC_00006,1,oriC_like
ORIC_00104,1,oriC_like
ORIC_01470,0,non_oriC_like
ORIC_00170,1,oriC_like
ORIC_00586,1,oriC_like
ORIC_00506,1,oriC_like
ORIC_01493,0,non_oriC_like
ORIC_01195,1,oriC_like
ORIC_00403,0,non_oriC_like
ORIC_01058,1,oriC_like
ORIC_00496,0,non_oriC_like
ORIC_00568,1,oriC_like
ORIC_01285,0,non_oriC_like
ORIC_01156,1,oriC_like
ORIC_00131,1,oriC_like
ORIC_00822,0,non_oriC_like
ORIC_01438,0,non_oriC_like
ORIC_00651,1,oriC_like
ORIC_01272,0,non_oriC_like
ORIC_01466,0,non_oriC_like
ORIC_00881,0,non_oriC_like
ORIC_00046,1,oriC_like
ORIC_00743,1,oriC_like
ORIC_01312,0,non_oriC_like
ORIC_01085,1,oriC_like
ORIC_00773,0,non_oriC_like
ORIC_01425,0,non_oriC_like
ORIC_00910,0,non_oriC_like
ORIC_01060,1,oriC_like
ORIC_01120,1,oriC_like
ORIC_00382,0,non_oriC_like
ORIC_01021,1,oriC_like
ORIC_00562,1,oriC_like
ORIC_01294,0,non_oriC_like
ORIC_01432,0,non_oriC_like
ORIC_00417,0,non_oriC_like
ORIC_00531,1,oriC_like
ORIC_00732,1,oriC_like
ORIC_01491,0,non_oriC_like
ORIC_00557,1,oriC_like
ORIC_01041,1,oriC_like
ORIC_01103,1,oriC_like
ORIC_01048,1,oriC_like
ORIC_01303,0,non_oriC_like
ORIC_00317,0,non_oriC_like
ORIC_00164,1,oriC_like
ORIC_00492,0,non_oriC_like
ORIC_01185,1,oriC_like
ORIC_01118,1,oriC_like
ORIC_00009,1,oriC_like
ORIC_00378,0,non_oriC_like
ORIC_00754,0,non_oriC_like
ORIC_00702,1,oriC_like
ORIC_00603,1,oriC_like
ORIC_00892,0,non_oriC_like
ORIC_00884,0,non_oriC_like
ORIC_00448,0,non_oriC_like
ORIC_00479,0,non_oriC_like
ORIC_01112,1,oriC_like
ORIC_00869,0,non_oriC_like
ORIC_00163,1,oriC_like
ORIC_01139,1,oriC_like
ORIC_01147,1,oriC_like
ORIC_00196,1,oriC_like
ORIC_00043,1,oriC_like
ORIC_00373,0,non_oriC_like
ORIC_00796,0,non_oriC_like
ORIC_00438,0,non_oriC_like
ORIC_00875,0,non_oriC_like
ORIC_00461,0,non_oriC_like
ORIC_00645,1,oriC_like
ORIC_01228,1,oriC_like
ORIC_00042,1,oriC_like
ORIC_00550,1,oriC_like
ORIC_00186,1,oriC_like
ORIC_00908,0,non_oriC_like
ORIC_00719,1,oriC_like
ORIC_01360,0,non_oriC_like
ORIC_01028,1,oriC_like
ORIC_00649,1,oriC_like
ORIC_01011,1,oriC_like
ORIC_00030,1,oriC_like
ORIC_00468,0,non_oriC_like
ORIC_00308,0,non_oriC_like
ORIC_01372,0,non_oriC_like
ORIC_01330,0,non_oriC_like
ORIC_00997,0,non_oriC_like
ORIC_01004,1,oriC_like
ORIC_00917,0,non_oriC_like
ORIC_01066,1,oriC_like
ORIC_00819,0,non_oriC_like
ORIC_00984,0,non_oriC_like
ORIC_01346,0,non_oriC_like
ORIC_01337,0,non_oriC_like
ORIC_00495,0,non_oriC_like
ORIC_00437,0,non_oriC_like
ORIC_00536,1,oriC_like
ORIC_00688,1,oriC_like
ORIC_00784,0,non_oriC_like
ORIC_01113,1,oriC_like
ORIC_01334,0,non_oriC_like
ORIC_00970,0,non_oriC_like
ORIC_00859,0,non_oriC_like
ORIC_00764,0,non_oriC_like
ORIC_00276,0,non_oriC_like
ORIC_01265,0,non_oriC_like
ORIC_00075,1,oriC_like
ORIC_01149,1,oriC_like
ORIC_01062,1,oriC_like
ORIC_00570,1,oriC_like
ORIC_00474,0,non_oriC_like
ORIC_00208,1,oriC_like
ORIC_00963,0,non_oriC_like
ORIC_01052,1,oriC_like
ORIC_00181,1,oriC_like
ORIC_00634,1,oriC_like
ORIC_01095,1,oriC_like
ORIC_00481,0,non_oriC_like
ORIC_00993,0,non_oriC_like
ORIC_00552,1,oriC_like
ORIC_00039,1,oriC_like
ORIC_00862,0,non_oriC_like
ORIC_01457,0,non_oriC_like
ORIC_00573,1,oriC_like
ORIC_00742,1,oriC_like
ORIC_00092,1,oriC_like
ORIC_00779,0,non_oriC_like
ORIC_00307,0,non_oriC_like
ORIC_01218,1,oriC_like
ORIC_00312,0,non_oriC_like
ORIC_00676,1,oriC_like
ORIC_01002,1,oriC_like
ORIC_01040,1,oriC_like
ORIC_00615,1,oriC_like
ORIC_00572,1,oriC_like
ORIC_01483,0,non_oriC_like
ORIC_00285,0,non_oriC_like
ORIC_00964,0,non_oriC_like
ORIC_00182,1,oriC_like
ORIC_01175,1,oriC_like
ORIC_01192,1,oriC_like
ORIC_01140,1,oriC_like
ORIC_00685,1,oriC_like
ORIC_01424,0,non_oriC_like
ORIC_01296,0,non_oriC_like
ORIC_00398,0,non_oriC_like
ORIC_01320,0,non_oriC_like
ORIC_01347,0,non_oriC_like
ORIC_01440,0,non_oriC_like
ORIC_00227,1,oriC_like
ORIC_00155,1,oriC_like
ORIC_01119,1,oriC_like
ORIC_00610,1,oriC_like
ORIC_00450,0,non_oriC_like
ORIC_01083,1,oriC_like
ORIC_00946,0,non_oriC_like
ORIC_01271,0,non_oriC_like
ORIC_01355,0,non_oriC_like
ORIC_01163,1,oriC_like
ORIC_00902,0,non_oriC_like
ORIC_00177,1,oriC_like
ORIC_00560,1,oriC_like
ORIC_00580,1,oriC_like
ORIC_00157,1,oriC_like
ORIC_01221,1,oriC_like
ORIC_01349,0,non_oriC_like
ORIC_00792,0,non_oriC_like
ORIC_00430,0,non_oriC_like
ORIC_01134,1,oriC_like
ORIC_00082,1,oriC_like
ORIC_00943,0,non_oriC_like
ORIC_00025,1,oriC_like
ORIC_00290,0,non_oriC_like
ORIC_01249,1,oriC_like
ORIC_00778,0,non_oriC_like
ORIC_01155,1,oriC_like
ORIC_00108,1,oriC_like
ORIC_00979,0,non_oriC_like
ORIC_01370,0,non_oriC_like
ORIC_01242,1,oriC_like
ORIC_01309,0,non_oriC_like
ORIC_01198,1,oriC_like
ORIC_01123,1,oriC_like
ORIC_00842,0,non_oriC_like
ORIC_00145,1,oriC_like
ORIC_01495,0,non_oriC_like
ORIC_00640,1,oriC_like
ORIC_00762,0,non_oriC_like
ORIC_00856,0,non_oriC_like
ORIC_00827,0,non_oriC_like
ORIC_00115,1,oriC_like
ORIC_01047,1,oriC_like
ORIC_00982,0,non_oriC_like
ORIC_00540,1,oriC_like
ORIC_00906,0,non_oriC_like
ORIC_01243,1,oriC_like
ORIC_00900,0,non_oriC_like
ORIC_00653,1,oriC_like
ORIC_00920,0,non_oriC_like
ORIC_00190,1,oriC_like
ORIC_00060,1,oriC_like
ORIC_00032,1,oriC_like
ORIC_01420,0,non_oriC_like
ORIC_00111,1,oriC_like
ORIC_01277,0,non_oriC_like
ORIC_01400,0,non_oriC_like
ORIC_00040,1,oriC_like
ORIC_00563,1,oriC_like
ORIC_01038,1,oriC_like
ORIC_00619,1,oriC_like
ORIC_00240,1,oriC_like
ORIC_00669,1,oriC_like
ORIC_00179,1,oriC_like
ORIC_00421,0,non_oriC_like
ORIC_01080,1,oriC_like
ORIC_00960,0,non_oriC_like
ORIC_00942,0,non_oriC_like
ORIC_01402,0,non_oriC_like
ORIC_00152,1,oriC_like
ORIC_00520,1,oriC_like
ORIC_00899,0,non_oriC_like
ORIC_01437,0,non_oriC_like
ORIC_01101,1,oriC_like
ORIC_00016,1,oriC_like
ORIC_00137,1,oriC_like
ORIC_00476,0,non_oriC_like
ORIC_00924,0,non_oriC_like
ORIC_01273,0,non_oriC_like
ORIC_00282,0,non_oriC_like
ORIC_01292,0,non_oriC_like
ORIC_00808,0,non_oriC_like
ORIC_01369,0,non_oriC_like
ORIC_01460,0,non_oriC_like
ORIC_01114,1,oriC_like
ORIC_00662,1,oriC_like
ORIC_00272,0,non_oriC_like
ORIC_00991,0,non_oriC_like
ORIC_00246,1,oriC_like
ORIC_01254,0,non_oriC_like
ORIC_00880,0,non_oriC_like
ORIC_00079,1,oriC_like
ORIC_01282,0,non_oriC_like
ORIC_00961,0,non_oriC_like
ORIC_01146,1,oriC_like
ORIC_00098,1,oriC_like
ORIC_00214,1,oriC_like
ORIC_01313,0,non_oriC_like
ORIC_00165,1,oriC_like
ORIC_00414,0,non_oriC_like
ORIC_00613,1,oriC_like
ORIC_01079,1,oriC_like
ORIC_01498,0,non_oriC_like
ORIC_00369,0,non_oriC_like
ORIC_01115,1,oriC_like
ORIC_00811,0,non_oriC_like
ORIC_00303,0,non_oriC_like
ORIC_00445,0,non_oriC_like
ORIC_01170,1,oriC_like
ORIC_00500,0,non_oriC_like
ORIC_00135,1,oriC_like
ORIC_01275,0,non_oriC_like
ORIC_01137,1,oriC_like
ORIC_01018,1,oriC_like
ORIC_01108,1,oriC_like
ORIC_00508,1,oriC_like
ORIC_00515,1,oriC_like
ORIC_00050,1,oriC_like
ORIC_00757,0,non_oriC_like
ORIC_00390,0,non_oriC_like
ORIC_00938,0,non_oriC_like
ORIC_01381,0,non_oriC_like
ORIC_00658,1,oriC_like
ORIC_01441,0,non_oriC_like
ORIC_00845,0,non_oriC_like
ORIC_00948,0,non_oriC_like
ORIC_00805,0,non_oriC_like
ORIC_00087,1,oriC_like
ORIC_00749,1,oriC_like
ORIC_00064,1,oriC_like
ORIC_01181,1,oriC_like
ORIC_00341,0,non_oriC_like
ORIC_00477,0,non_oriC_like
ORIC_00514,1,oriC_like
ORIC_00189,1,oriC_like
ORIC_00402,0,non_oriC_like
ORIC_01280,0,non_oriC_like
ORIC_00239,1,oriC_like
ORIC_00891,0,non_oriC_like
ORIC_00999,0,non_oriC_like
ORIC_01057,1,oriC_like
ORIC_00903,0,non_oriC_like
ORIC_00185,1,oriC_like
ORIC_00795,0,non_oriC_like
ORIC_00873,0,non_oriC_like
ORIC_01093,1,oriC_like
ORIC_00787,0,non_oriC_like
ORIC_01414,0,non_oriC_like
ORIC_01042,1,oriC_like
ORIC_01384,0,non_oriC_like
ORIC_00966,0,non_oriC_like
ORIC_00851,0,non_oriC_like
ORIC_00482,0,non_oriC_like
ORIC_00399,0,non_oriC_like
ORIC_01317,0,non_oriC_like
ORIC_00427,0,non_oriC_like
ORIC_01413,0,non_oriC_like
ORIC_00806,0,non_oriC_like
ORIC_01144,1,oriC_like
ORIC_00987,0,non_oriC_like
ORIC_00396,0,non_oriC_like
ORIC_00267,0,non_oriC_like
ORIC_00981,0,non_oriC_like
ORIC_01070,1,oriC_like
ORIC_01126,1,oriC_like
ORIC_00464,0,non_oriC_like
ORIC_00829,0,non_oriC_like
ORIC_00127,1,oriC_like
ORIC_01367,0,non_oriC_like
ORIC_01398,0,non_oriC_like
ORIC_01364,0,non_oriC_like
ORIC_01053,1,oriC_like
ORIC_01124,1,oriC_like
ORIC_00541,1,oriC_like
ORIC_00452,0,non_oriC_like
ORIC_00874,0,non_oriC_like
ORIC_00526,1,oriC_like
ORIC_01171,1,oriC_like
ORIC_00911,0,non_oriC_like
ORIC_01148,1,oriC_like
ORIC_00927,0,non_oriC_like
ORIC_01485,0,non_oriC_like
ORIC_00519,1,oriC_like
ORIC_00393,0,non_oriC_like
ORIC_00062,1,oriC_like
ORIC_00469,0,non_oriC_like
ORIC_00322,0,non_oriC_like
ORIC_00459,0,non_oriC_like
ORIC_01342,0,non_oriC_like
ORIC_00231,1,oriC_like
ORIC_01187,1,oriC_like
ORIC_01238,1,oriC_like
ORIC_01455,0,non_oriC_like
ORIC_00391,0,non_oriC_like
ORIC_00123,1,oriC_like
ORIC_01222,1,oriC_like
ORIC_00844,0,non_oriC_like
ORIC_00807,0,non_oriC_like
ORIC_00433,0,non_oriC_like
ORIC_01431,0,non_oriC_like
ORIC_00923,0,non_oriC_like
ORIC_00207,1,oriC_like
ORIC_00530,1,oriC_like
ORIC_00139,1,oriC_like
ORIC_00337,0,non_oriC_like
ORIC_00890,0,non_oriC_like
ORIC_00820,0,non_oriC_like
ORIC_01433,0,non_oriC_like
ORIC_00470,0,non_oriC_like
ORIC_00940,0,non_oriC_like
ORIC_00941,0,non_oriC_like
ORIC_01442,0,non_oriC_like
ORIC_00315,0,non_oriC_like
ORIC_00279,0,non_oriC_like
ORIC_00457,0,non_oriC_like
ORIC_00415,0,non_oriC_like
ORIC_00161,1,oriC_like
ORIC_01322,0,non_oriC_like
ORIC_00631,1,oriC_like
ORIC_01260,0,non_oriC_like
ORIC_00295,0,non_oriC_like
ORIC_00867,0,non_oriC_like
ORIC_01279,0,non_oriC_like
ORIC_00951,0,non_oriC_like
ORIC_01211,1,oriC_like
ORIC_00693,1,oriC_like
ORIC_00740,1,oriC_like
ORIC_00712,1,oriC_like
ORIC_00956,0,non_oriC_like
ORIC_00212,1,oriC_like
ORIC_01350,0,non_oriC_like
ORIC_01073,1,oriC_like
ORIC_00486,0,non_oriC_like
ORIC_00371,0,non_oriC_like
ORIC_01068,1,oriC_like
ORIC_01318,0,non_oriC_like
ORIC_01408,0,non_oriC_like
ORIC_00744,1,oriC_like
ORIC_00718,1,oriC_like
ORIC_01024,1,oriC_like
ORIC_00611,1,oriC_like
ORIC_00388,0,non_oriC_like
ORIC_00280,0,non_oriC_like
ORIC_00983,0,non_oriC_like
ORIC_00008,1,oriC_like
ORIC_00922,0,non_oriC_like
